2021-11-13 at 15:25:19 | INFO | Neptune Start Up ....
2021-11-13 at 15:26:13 | DEBUG | Schema load with [ 11 ] tables and [ 1 ] views
2021-11-13 at 15:26:13 | DEBUG | table select():
2021-11-13 at 15:26:13 | DEBUG | tablename: orders
2021-11-13 at 15:26:13 | DEBUG | fieldlist: *
2021-11-13 at 15:26:13 | DEBUG | filter: None
2021-11-13 at 15:26:13 | DEBUG | limit: 200
2021-11-13 at 15:26:13 | DEBUG | offset: 0
2021-11-13 at 15:26:13 | DEBUG | order: None
2021-11-13 at 15:26:13 | DEBUG | group: None
2021-11-13 at 15:26:13 | DEBUG | distinct: False
2021-11-13 at 15:26:13 | DEBUG | count_only: False
2021-11-13 at 15:26:13 | DEBUG | include_count: False
2021-11-13 at 15:26:13 | DEBUG | TableModel Columns: [Column('orderNumber', INTEGER(display_width=11), table=<orders>, primary_key=True, nullable=False), Column('orderDate', DATE(), table=<orders>, nullable=False), Column('requiredDate', DATE(), table=<orders>, nullable=False), Column('shippedDate', DATE(), table=<orders>), Column('status', VARCHAR(length=15), table=<orders>, nullable=False), Column('comments', TEXT(), table=<orders>), Column('customerNumber', INTEGER(display_width=11), ForeignKey('mysqlsrc.customers.customerNumber'), table=<orders>, nullable=False)]
2021-11-13 at 15:26:13 | DEBUG | SQL of Select: [ SELECT mysqlsrc.orders.`orderNumber`, mysqlsrc.orders.`orderDate`, mysqlsrc.orders.`requiredDate`, mysqlsrc.orders.`shippedDate`, mysqlsrc.orders.`status`, mysqlsrc.orders.comments, mysqlsrc.orders.`customerNumber` 
FROM mysqlsrc.orders 
 LIMIT %(param_1)s, %(param_2)s ]
2021-11-13 at 15:26:13 | DEBUG | SQL of Count: [ SELECT count(mysqlsrc.orders.`orderNumber`) AS col_count 
FROM mysqlsrc.orders ]
2021-11-13 at 15:26:13 | DEBUG | SQL of Query Full : [ SELECT mysqlsrc.orders.`orderNumber`, mysqlsrc.orders.`orderDate`, mysqlsrc.orders.`requiredDate`, mysqlsrc.orders.`shippedDate`, mysqlsrc.orders.`status`, mysqlsrc.orders.comments, mysqlsrc.orders.`customerNumber` 
FROM mysqlsrc.orders 
 LIMIT %(param_1)s, %(param_2)s ]
2021-11-13 at 15:26:13 | DEBUG | SQL of Count Full : [ SELECT count(mysqlsrc.orders.`orderNumber`) AS col_count 
FROM mysqlsrc.orders ]
2021-11-13 at 15:26:13 | DEBUG | Select Count Result: [ <sqlalchemy.engine.cursor.CursorResult object at 0x10afa65b0> ]
2021-11-13 at 15:26:13 | DEBUG | Select Result: [ <sqlalchemy.engine.cursor.LegacyCursorResult object at 0x10b141310> ]
2021-11-13 at 15:26:13 | DEBUG | Select Result Return : [ 200 ] rows 
2021-11-13 at 15:26:46 | DEBUG | Access '/_table/{table_name}' : run in get_data(), input data table_name: [orders]
2021-11-13 at 15:26:46 | DEBUG | fieldlist: [*]
2021-11-13 at 15:26:46 | DEBUG | filter: [None]
2021-11-13 at 15:26:46 | DEBUG | filterparam: [None]
2021-11-13 at 15:26:46 | DEBUG | limit: [200]
2021-11-13 at 15:26:46 | DEBUG | offset: [0]
2021-11-13 at 15:26:46 | DEBUG | order: [None]
2021-11-13 at 15:26:46 | DEBUG | group: [None]
2021-11-13 at 15:26:46 | DEBUG | distinct: [False]
2021-11-13 at 15:26:46 | DEBUG | count_only: [False]
2021-11-13 at 15:26:46 | DEBUG | include_count: [False]
2021-11-13 at 15:26:46 | DEBUG | table select():
2021-11-13 at 15:26:46 | DEBUG | tablename: orders
2021-11-13 at 15:26:46 | DEBUG | fieldlist: *
2021-11-13 at 15:26:46 | DEBUG | filter: None
2021-11-13 at 15:26:46 | DEBUG | limit: 200
2021-11-13 at 15:26:46 | DEBUG | offset: 0
2021-11-13 at 15:26:46 | DEBUG | order: None
2021-11-13 at 15:26:46 | DEBUG | group: None
2021-11-13 at 15:26:46 | DEBUG | distinct: False
2021-11-13 at 15:26:46 | DEBUG | count_only: False
2021-11-13 at 15:26:46 | DEBUG | include_count: False
2021-11-13 at 15:26:46 | DEBUG | TableModel Columns: [Column('orderNumber', INTEGER(display_width=11), table=<orders>, primary_key=True, nullable=False), Column('orderDate', DATE(), table=<orders>, nullable=False), Column('requiredDate', DATE(), table=<orders>, nullable=False), Column('shippedDate', DATE(), table=<orders>), Column('status', VARCHAR(length=15), table=<orders>, nullable=False), Column('comments', TEXT(), table=<orders>), Column('customerNumber', INTEGER(display_width=11), ForeignKey('mysqlsrc.customers.customerNumber'), table=<orders>, nullable=False)]
2021-11-13 at 15:26:46 | DEBUG | SQL of Select: [ SELECT mysqlsrc.orders.`orderNumber`, mysqlsrc.orders.`orderDate`, mysqlsrc.orders.`requiredDate`, mysqlsrc.orders.`shippedDate`, mysqlsrc.orders.`status`, mysqlsrc.orders.comments, mysqlsrc.orders.`customerNumber` 
FROM mysqlsrc.orders 
 LIMIT %(param_1)s, %(param_2)s ]
2021-11-13 at 15:26:46 | DEBUG | SQL of Count: [ SELECT count(mysqlsrc.orders.`orderNumber`) AS col_count 
FROM mysqlsrc.orders ]
2021-11-13 at 15:26:46 | DEBUG | SQL of Query Full : [ SELECT mysqlsrc.orders.`orderNumber`, mysqlsrc.orders.`orderDate`, mysqlsrc.orders.`requiredDate`, mysqlsrc.orders.`shippedDate`, mysqlsrc.orders.`status`, mysqlsrc.orders.comments, mysqlsrc.orders.`customerNumber` 
FROM mysqlsrc.orders 
 LIMIT %(param_1)s, %(param_2)s ]
2021-11-13 at 15:26:46 | DEBUG | SQL of Count Full : [ SELECT count(mysqlsrc.orders.`orderNumber`) AS col_count 
FROM mysqlsrc.orders ]
2021-11-13 at 15:26:46 | DEBUG | Select Count Result: [ <sqlalchemy.engine.cursor.CursorResult object at 0x10b15d7f0> ]
2021-11-13 at 15:26:46 | DEBUG | Select Result: [ <sqlalchemy.engine.cursor.LegacyCursorResult object at 0x10b15de50> ]
2021-11-13 at 15:26:46 | DEBUG | Select Result Return : [ 200 ] rows 
2021-11-13 at 15:32:37 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:32:37 | INFO | API cache does not exists ....
2021-11-13 at 15:32:39 | INFO | Neptune Start Up ....
2021-11-13 at 15:32:39 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:32:39 | INFO | Add Custom query ...
2021-11-13 at 15:32:39 | INFO | Neptune Starting ....
2021-11-13 at 15:32:39 | INFO | API cache does not exists ....
2021-11-13 at 15:42:44 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:42:44 | INFO | API cache does not exists ....
2021-11-13 at 15:42:45 | INFO | Neptune Start Up ....
2021-11-13 at 15:42:45 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:42:45 | INFO | Add Custom query ...
2021-11-13 at 15:42:45 | INFO | Neptune Starting ....
2021-11-13 at 15:42:45 | INFO | API cache does not exists ....
2021-11-13 at 15:42:51 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:42:51 | INFO | API cache does not exists ....
2021-11-13 at 15:42:54 | INFO | Neptune Start Up ....
2021-11-13 at 15:42:54 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:42:54 | INFO | Add Custom query ...
2021-11-13 at 15:42:54 | INFO | Neptune Starting ....
2021-11-13 at 15:42:54 | INFO | API cache does not exists ....
2021-11-13 at 15:54:54 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:54:54 | INFO | API cache does not exists ....
2021-11-13 at 15:54:55 | INFO | Neptune Start Up ....
2021-11-13 at 15:54:55 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:54:56 | INFO | Add Custom query ...
2021-11-13 at 15:54:56 | INFO | Neptune Starting ....
2021-11-13 at 15:54:56 | INFO | API cache does not exists ....
2021-11-13 at 15:57:10 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:57:10 | INFO | API cache does not exists ....
2021-11-13 at 15:57:13 | INFO | Neptune Start Up ....
2021-11-13 at 15:57:13 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:57:13 | INFO | Add Custom query ...
2021-11-13 at 15:57:13 | INFO | Neptune Starting ....
2021-11-13 at 15:57:13 | INFO | API cache does not exists ....
2021-11-13 at 15:57:51 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:57:51 | INFO | API cache does not exists ....
2021-11-13 at 15:57:55 | INFO | Neptune Start Up ....
2021-11-13 at 15:57:55 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:57:55 | INFO | Add Custom query ...
2021-11-13 at 15:57:55 | INFO | Neptune Starting ....
2021-11-13 at 15:57:55 | INFO | API cache does not exists ....
2021-11-13 at 15:58:25 | INFO | Neptune Shutting Down ....
2021-11-13 at 15:58:25 | INFO | API cache does not exists ....
2021-11-13 at 15:58:30 | INFO | Neptune Start Up ....
2021-11-13 at 15:58:30 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 15:58:30 | INFO | Add Custom query ...
2021-11-13 at 15:58:30 | INFO | Neptune Starting ....
2021-11-13 at 15:58:30 | INFO | API cache does not exists ....
2021-11-13 at 16:03:54 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:03:54 | INFO | API cache does not exists ....
2021-11-13 at 16:03:56 | INFO | Neptune Start Up ....
2021-11-13 at 16:03:56 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:03:56 | INFO | Add Custom query ...
2021-11-13 at 16:03:56 | INFO | Neptune Starting ....
2021-11-13 at 16:03:56 | INFO | API cache does not exists ....
2021-11-13 at 16:09:22 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:09:22 | INFO | API cache does not exists ....
2021-11-13 at 16:09:26 | INFO | Neptune Start Up ....
2021-11-13 at 16:09:26 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:09:26 | INFO | Add Custom query ...
2021-11-13 at 16:09:26 | INFO | Neptune Starting ....
2021-11-13 at 16:09:26 | INFO | API cache does not exists ....
2021-11-13 at 16:09:40 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:09:40 | INFO | API cache does not exists ....
2021-11-13 at 16:09:44 | INFO | Neptune Start Up ....
2021-11-13 at 16:09:44 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:09:44 | INFO | Add Custom query ...
2021-11-13 at 16:09:44 | INFO | Neptune Starting ....
2021-11-13 at 16:09:44 | INFO | API cache does not exists ....
2021-11-13 at 16:10:10 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:10:10 | INFO | API cache does not exists ....
2021-11-13 at 16:10:14 | INFO | Neptune Start Up ....
2021-11-13 at 16:10:14 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:10:14 | INFO | Add Custom query ...
2021-11-13 at 16:10:14 | INFO | Neptune Starting ....
2021-11-13 at 16:10:14 | INFO | API cache does not exists ....
2021-11-13 at 16:11:23 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:11:23 | INFO | API cache does not exists ....
2021-11-13 at 16:11:25 | INFO | Neptune Start Up ....
2021-11-13 at 16:11:25 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:11:25 | INFO | Add Custom query ...
2021-11-13 at 16:11:25 | INFO | Neptune Starting ....
2021-11-13 at 16:11:25 | INFO | API cache does not exists ....
2021-11-13 at 16:11:40 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:11:40 | INFO | API cache does not exists ....
2021-11-13 at 16:11:43 | INFO | Neptune Start Up ....
2021-11-13 at 16:11:43 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:11:43 | INFO | Add Custom query ...
2021-11-13 at 16:11:43 | INFO | Neptune Starting ....
2021-11-13 at 16:11:43 | INFO | API cache does not exists ....
2021-11-13 at 16:11:47 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:11:47 | INFO | API cache does not exists ....
2021-11-13 at 16:11:49 | INFO | Neptune Start Up ....
2021-11-13 at 16:11:49 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:11:49 | INFO | Add Custom query ...
2021-11-13 at 16:11:49 | INFO | Neptune Starting ....
2021-11-13 at 16:11:49 | INFO | API cache does not exists ....
2021-11-13 at 16:12:05 | INFO | Neptune Shutting Down ....
2021-11-13 at 16:12:05 | INFO | API cache does not exists ....
2021-11-13 at 16:12:08 | INFO | Neptune Start Up ....
2021-11-13 at 16:12:08 | INFO | API prefix is: [ /api/v1 ]
2021-11-13 at 16:12:08 | INFO | Add Custom query ...
2021-11-13 at 16:12:08 | INFO | Neptune Starting ....
2021-11-13 at 16:12:08 | INFO | API cache does not exists ....
2021-11-19 at 11:43:17 | INFO | Neptune Start Up ....
2021-11-19 at 11:43:17 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 11:43:17 | INFO | Add Custom query ...
2021-11-19 at 11:43:17 | INFO | Neptune Starting ....
2021-11-19 at 11:43:17 | INFO | API cache does not exists ....
2021-11-19 at 11:43:52 | INFO | Neptune Shutting Down ....
2021-11-19 at 11:43:52 | INFO | API cache does not exists ....
2021-11-19 at 12:20:08 | INFO | Neptune Start Up ....
2021-11-19 at 12:20:08 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:20:08 | INFO | Add Custom query ...
2021-11-19 at 12:20:08 | INFO | Neptune Starting ....
2021-11-19 at 12:20:08 | INFO | API cache does not exists ....
2021-11-19 at 12:21:19 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:21:19 | INFO | API cache does not exists ....
2021-11-19 at 12:21:21 | INFO | Neptune Start Up ....
2021-11-19 at 12:21:21 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:21:21 | INFO | Add Custom query ...
2021-11-19 at 12:21:21 | INFO | Neptune Starting ....
2021-11-19 at 12:21:21 | INFO | API cache does not exists ....
2021-11-19 at 12:21:36 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:21:36 | INFO | API cache does not exists ....
2021-11-19 at 12:21:38 | INFO | Neptune Start Up ....
2021-11-19 at 12:21:38 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:21:38 | INFO | Add Custom query ...
2021-11-19 at 12:21:38 | INFO | Neptune Starting ....
2021-11-19 at 12:21:38 | INFO | API cache does not exists ....
2021-11-19 at 12:22:07 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:22:07 | INFO | API cache does not exists ....
2021-11-19 at 12:22:09 | INFO | Neptune Start Up ....
2021-11-19 at 12:22:09 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:22:09 | INFO | Add Custom query ...
2021-11-19 at 12:22:09 | INFO | Neptune Starting ....
2021-11-19 at 12:22:09 | INFO | API cache does not exists ....
2021-11-19 at 12:23:55 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:23:55 | INFO | API cache does not exists ....
2021-11-19 at 12:23:57 | INFO | Neptune Start Up ....
2021-11-19 at 12:23:57 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:23:57 | INFO | Add Custom query ...
2021-11-19 at 12:23:57 | INFO | Neptune Starting ....
2021-11-19 at 12:23:57 | INFO | API cache does not exists ....
2021-11-19 at 12:24:37 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:24:37 | INFO | API cache does not exists ....
2021-11-19 at 12:24:38 | INFO | Neptune Start Up ....
2021-11-19 at 12:24:38 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:24:39 | INFO | Add Custom query ...
2021-11-19 at 12:24:39 | INFO | Neptune Starting ....
2021-11-19 at 12:24:39 | INFO | API cache does not exists ....
2021-11-19 at 12:24:59 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:24:59 | INFO | API cache does not exists ....
2021-11-19 at 12:25:01 | INFO | Neptune Start Up ....
2021-11-19 at 12:25:01 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:25:01 | INFO | Add Custom query ...
2021-11-19 at 12:25:01 | INFO | Neptune Starting ....
2021-11-19 at 12:25:01 | INFO | API cache does not exists ....
2021-11-19 at 12:25:02 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 363,
            "orderDate": "2013-01-06",
            "orderNumber": 10100,
            "requiredDate": "2013-01-13",
            "shippedDate": "2013-01-10",
            "status": "Shipped"
        },
        {
            "comments": "Check on availability.",
            "customerNumber": 128,
            "orderDate": "2013-01-09",
            "orderNumber": 10101,
            "requiredDate": "2013-01-18",
            "shippedDate": "2013-01-11",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 181,
            "orderDate": "2013-01-10",
            "orderNumber": 10102,
            "requiredDate": "2013-01-18",
            "shippedDate": "2013-01-14",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 121,
            "orderDate": "2013-01-29",
            "orderNumber": 10103,
            "requiredDate": "2013-02-07",
            "shippedDate": "2013-02-02",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 141,
            "orderDate": "2013-01-31",
            "orderNumber": 10104,
            "requiredDate": "2013-02-09",
            "shippedDate": "2013-02-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 145,
            "orderDate": "2013-02-11",
            "orderNumber": 10105,
            "requiredDate": "2013-02-21",
            "shippedDate": "2013-02-12",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 278,
            "orderDate": "2013-02-17",
            "orderNumber": 10106,
            "requiredDate": "2013-02-24",
            "shippedDate": "2013-02-21",
            "status": "Shipped"
        },
        {
            "comments": "Difficult to negotiate with customer. We need more marketing materials",
            "customerNumber": 131,
            "orderDate": "2013-02-24",
            "orderNumber": 10107,
            "requiredDate": "2013-03-03",
            "shippedDate": "2013-02-26",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 385,
            "orderDate": "2013-03-03",
            "orderNumber": 10108,
            "requiredDate": "2013-03-12",
            "shippedDate": "2013-03-08",
            "status": "Shipped"
        },
        {
            "comments": "Customer requested that FedEx Ground is used for this shipping",
            "customerNumber": 486,
            "orderDate": "2013-03-10",
            "orderNumber": 10109,
            "requiredDate": "2013-03-19",
            "shippedDate": "2013-03-11",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 187,
            "orderDate": "2013-03-18",
            "orderNumber": 10110,
            "requiredDate": "2013-03-24",
            "shippedDate": "2013-03-20",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 129,
            "orderDate": "2013-03-25",
            "orderNumber": 10111,
            "requiredDate": "2013-03-31",
            "shippedDate": "2013-03-30",
            "status": "Shipped"
        },
        {
            "comments": "Customer requested that ad materials (such as posters, pamphlets) be included in the shippment",
            "customerNumber": 144,
            "orderDate": "2013-03-24",
            "orderNumber": 10112,
            "requiredDate": "2013-04-03",
            "shippedDate": "2013-03-29",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 124,
            "orderDate": "2013-03-26",
            "orderNumber": 10113,
            "requiredDate": "2013-04-02",
            "shippedDate": "2013-03-27",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 172,
            "orderDate": "2013-04-01",
            "orderNumber": 10114,
            "requiredDate": "2013-04-07",
            "shippedDate": "2013-04-02",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 424,
            "orderDate": "2013-04-04",
            "orderNumber": 10115,
            "requiredDate": "2013-04-12",
            "shippedDate": "2013-04-07",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 381,
            "orderDate": "2013-04-11",
            "orderNumber": 10116,
            "requiredDate": "2013-04-19",
            "shippedDate": "2013-04-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 148,
            "orderDate": "2013-04-16",
            "orderNumber": 10117,
            "requiredDate": "2013-04-24",
            "shippedDate": "2013-04-17",
            "status": "Shipped"
        },
        {
            "comments": "Customer has worked with some of our vendors in the past and is aware of their MSRP",
            "customerNumber": 216,
            "orderDate": "2013-04-21",
            "orderNumber": 10118,
            "requiredDate": "2013-04-29",
            "shippedDate": "2013-04-26",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 382,
            "orderDate": "2013-04-28",
            "orderNumber": 10119,
            "requiredDate": "2013-05-05",
            "shippedDate": "2013-05-02",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 12:26:09 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:26:09 | INFO | API cache does not exists ....
2021-11-19 at 12:26:11 | INFO | Neptune Start Up ....
2021-11-19 at 12:26:11 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:26:11 | INFO | Add Custom query ...
2021-11-19 at 12:26:11 | INFO | Neptune Starting ....
2021-11-19 at 12:26:11 | INFO | API cache does not exists ....
2021-11-19 at 12:26:12 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 172,
            "orderDate": "2013-04-01",
            "orderNumber": 10114,
            "requiredDate": "2013-04-07",
            "shippedDate": "2013-04-02",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 12:26:50 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:26:50 | INFO | API cache does not exists ....
2021-11-19 at 12:26:52 | INFO | Neptune Start Up ....
2021-11-19 at 12:26:52 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:26:52 | INFO | Add Custom query ...
2021-11-19 at 12:26:52 | INFO | Neptune Starting ....
2021-11-19 at 12:26:52 | INFO | API cache does not exists ....
2021-11-19 at 12:26:53 | ERROR | Exception at tablemodel selectbyid(): Neither 'Column' object nor 'Comparator' object has an attribute '_name' 
2021-11-19 at 12:26:53 | SUCCESS | test debug output tm.select(): 
 {
    "selectError": "Exception at tablemodel selectbyid(): Neither 'Column' object nor 'Comparator' object has an attribute '_name' ",
    "selectResult": "Error"
}
2021-11-19 at 12:27:30 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:27:30 | INFO | API cache does not exists ....
2021-11-19 at 12:27:33 | INFO | Neptune Start Up ....
2021-11-19 at 12:27:33 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:27:33 | INFO | Add Custom query ...
2021-11-19 at 12:27:33 | INFO | Neptune Starting ....
2021-11-19 at 12:27:33 | INFO | API cache does not exists ....
2021-11-19 at 12:27:57 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:27:57 | INFO | API cache does not exists ....
2021-11-19 at 12:27:59 | ERROR | Exception at tablemodel selectbyid(): Neither 'Column' object nor 'Comparator' object has an attribute '_name' 
2021-11-19 at 12:27:59 | INFO | Neptune Start Up ....
2021-11-19 at 12:27:59 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:27:59 | INFO | Add Custom query ...
2021-11-19 at 12:27:59 | INFO | Neptune Starting ....
2021-11-19 at 12:27:59 | INFO | API cache does not exists ....
2021-11-19 at 12:28:34 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:28:34 | INFO | API cache does not exists ....
2021-11-19 at 12:28:36 | INFO | Neptune Start Up ....
2021-11-19 at 12:28:36 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:28:36 | INFO | Add Custom query ...
2021-11-19 at 12:28:36 | INFO | Neptune Starting ....
2021-11-19 at 12:28:36 | INFO | API cache does not exists ....
2021-11-19 at 12:29:17 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:29:17 | INFO | API cache does not exists ....
2021-11-19 at 12:29:19 | INFO | Neptune Start Up ....
2021-11-19 at 12:29:19 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:29:19 | INFO | Add Custom query ...
2021-11-19 at 12:29:19 | INFO | Neptune Starting ....
2021-11-19 at 12:29:19 | INFO | API cache does not exists ....
2021-11-19 at 12:29:50 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:29:50 | INFO | API cache does not exists ....
2021-11-19 at 12:29:54 | INFO | Neptune Start Up ....
2021-11-19 at 12:29:54 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:29:54 | INFO | Add Custom query ...
2021-11-19 at 12:29:54 | INFO | Neptune Starting ....
2021-11-19 at 12:29:54 | INFO | API cache does not exists ....
2021-11-19 at 12:38:49 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 172,
            "orderDate": "2013-04-01"
        }
    ]
}
2021-11-19 at 12:39:21 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:39:21 | INFO | API cache does not exists ....
2021-11-19 at 12:39:24 | INFO | Neptune Start Up ....
2021-11-19 at 12:39:24 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:39:24 | INFO | Add Custom query ...
2021-11-19 at 12:39:24 | INFO | Neptune Starting ....
2021-11-19 at 12:39:24 | INFO | API cache does not exists ....
2021-11-19 at 12:40:04 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:40:04 | INFO | API cache does not exists ....
2021-11-19 at 12:40:06 | INFO | Neptune Start Up ....
2021-11-19 at 12:40:06 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:40:07 | INFO | Add Custom query ...
2021-11-19 at 12:40:07 | INFO | Neptune Starting ....
2021-11-19 at 12:40:07 | INFO | API cache does not exists ....
2021-11-19 at 12:40:08 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
